tipo_componente,codigo,nome,unidade_responsavel,ch_total,equivalencia,pre_requisito,co_requisito
DISCIPLINA,PPE0269,ATELIÊ DE PESQUISA: REPRESENTAÇÃO SOCIAL: TEORIA E MÉTODO II,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0270,ATELIÊ DE PESQUISA: NARRATIVA E APRENDIZAGEM DA LÍNGUA,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0271,ATELIÊ DE PESQUISA: A DIMENSÃO TEXTUAL E INTERATIVA DA PONTUAÇÃO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0272,"ATELIÊ DE PESQUISA: PESQUISA EM ENSINO, APRENDIZAGEM E DISCURSO EM SALA DE AULA",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0273,ATELIÊ DE PESQUISA: ANÁLISE DA ENUNCIAÇÃO E O ESTUDO DAS REPRESENTAÇÕES SOCIAIS II,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0274,ATELIÊ DE PESQUISA: APROFUNDAMENTO TEÓRICO EM REPRESENTAÇÕES SOCIAIS,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0275,"ATELIÊ DE PESQUISA: SOCIEDADE, CULTURA E REPRESENTAÇÕES SOCIAIS",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0276,ATELIÊ DE PESQUISA: INTRODUÇÃO À SOCIOLOGIA DA CULTURA DE PIERRE BOURDIEU II,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0277,ATELIÊ DE PESQUISA: INTRODUÇÃO AO ESTUDO DAS REPRESENTAÇÕES SOCIAIS,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0278,ATELIÊ DE PESQUISA: ANÁLISE DO DISCURSO APLICADA AOS ESTUDOS DAS RELAÇÕES SOCIAIS I,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0279,ATELIÊ DE PESQUISA: AS REPRESENTAÇÕES SOCIAIS NO COTIDIANO DA FORMAÇÃO DO PROFESSOR IFP,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0280,ATELIÊ DE PESQUISA: INTRODUÇÃO AO INTERACIONISMO SÓCIO-DISCURSIVO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0281,ATELIÊ DE PESQUISA: REPRESENTAÇÃO SOCIAL E FORMAÇÃO DE PROFESSORES,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0282,ATELIE DE PES.: MET. DA PES.: O PCM NA PES.. DE OBJ. SIMB.,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0300,SEMINÁRIO: FILOSOFIA DA MATEMÁTICA RELACIONADA AO ENSINO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0301,SEMINÁRIO: PESQUISA EM EDUCAÇÃO MATEMÁTICA,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0302,SEMINÁRIO: EDUCAÇÃO MATEMÁTICA: MATEMÁTICA COMO INSTITUIÇÃO SOCIAL,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,60,,,
DISCIPLINA,PPE0303,SEMINÁRIO: EDUCAÇÃO MATEMÁTICA: ETNOMATEMÁTICA,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,60,,,
DISCIPLINA,PPE0304,SEMINÁRIO: INTUCIONISMO E CONSTRUTIVISMO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0305,SEMINÁRIO: TEORIA E PRÁTICA DA EDUCAÇÃO MATEMÁTICA I,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0306,SEMINÁRIO: TÓPICOS ESPECIAIS EM EDUCAÇÃO MATEMÁTICA,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0307,SEMINÁRIO: HISTÓRIA DA MATEMÁTICA E EDUCAÇÃO MATEMÁTICA,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0308,SEMINÁRIO: A FORMAÇÃO DE PROFESSORES DE MATEMÁTICA,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0309,SEMINÁRIO: HISTÓRIA DA LÓGICA COMO INSTRUMENTO PEDAGÓGICO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0310,SEMINARIO:HISTORIA DA LOGICA COMO INSTRUMENTO PEDAG.II,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0311,SEMINARIO:TOPICOS DE GEOMETRIA P PESQUISA NO ENS.FUNDAMENTAL,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0350,ATELIÊ DE PESQUISA: EDUCAÇÃO MATEMÁTICA I,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0351,ATELIÊ DE PESQUISA: EDUCAÇÃO MATEMÁTICA II,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0352,ATELIÊ DE PESQUISA: EDUCAÇÃO MATEMÁTICA III,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0353,ATELIÊ DE PESQUISA: EDUCAÇÃO MATEMÁTICA IV,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0400,SEMINÁRIO: CORPOREIDADE E FILOSOFIA,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0401,SEMINÁRIO: CORPOREIDADE E ESCOLA,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0402,SEMINÁRIO: CORPOREIDADE E EXPRESSIVIDADE,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0403,SEMINÁRIO: FILOSOFIA DA MOTRICIDADE HUMANA,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0404,"SEMINÁRIO: CORPOREIDADE, LAZER E EDUCAÇÃO",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0405,SEMINÁRIO: REFLEXÕES TEÓRICAS E METODOLÓGICAS NO ESTUDO DA CORPOREIDADE,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0406,"SEMINÁRIO: CORPO, ARTE E EDUCAÇÃO",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0407,"SEMINÁRIO: CORPOREIDADE, ESPIRITUALIDADE E EDUCAÇÃO",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0408,"SEMINÁRIO: CORPOREIDADE, MOTRICIDADE E EPISTEMOLOGIA",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0409,SEMINÁRIO: CORPOREIDADE E QUALIDADE DE VIDA,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0410,SEMINÁRIO: ABORDAGENS METODOLÓGICAS PARA VIVÊNCIAS EDUCATIVAS DE HARMONIZAÇÃO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,60,,,
DISCIPLINA,PPE0450,ATELIÊ DE PESQUISA: ABORDAGENS METODOLÓGICAS NO ESTUDO DA CORPOREIDADE,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0451,"ATELIÊ DE PESQUISA: CORPOREIDADE, LUDICIDADE E EDUCAÇÃO",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,60,,,
DISCIPLINA,PPE0452,ATELIÊ DE PESQ: ABORDAGENS METOD. PARA REENCANTAR A EDUCAÇÃO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,60,,,
DISCIPLINA,PPE0500,SEMINÁRIO: DESIGN E SISTEMA INTENCIONAIS,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,60,,,
DISCIPLINA,PPE0501,SEMINÁRIO: PROCESSO DE PESQUISA I,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0502,SEMINÁRIO: PROCESSO DE PESQUISA II,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0503,SEMINÁRIO: INTERDISCIPLINARIDADE PARA O DESIGN,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0504,SEMINÁRIO: FUNDAMENTOS EPISTEMOLÓGICOS I,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,60,,,
DISCIPLINA,PPE0505,SEMINÁRIO: FUNDAMENTOS EPISTEMOLÓGICOS II,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,60,,,
DISCIPLINA,PPE0506,SEMINÁRIO: OS VÍCIOS DA PAIXÃO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0507,SEMINÁRIO: CORPOREIDADE E EDUCAÇÃO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0508,"SEMINÁRIO: SOCIEDADE, TECNOLOGIA E EDUCAÇÃO",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,60,,,
DISCIPLINA,PPE0509,"SEMINÁRIO: CORPO, NATUREZA E CULTURA",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0510,SEMINÁRIO: A EDUCAÇÃO E A SOCIEDADE DOS OBJETOS TÉCNICOS,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0511,SEMINÁRIO: DESENVOLVIMENTO CONCEITUAL E HISTÓRICOS DA CIÊNCIA,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0512,SEMINÁRIO: TÉCNICAS DE PESQUISA EM EDUCAÇÃO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0513,SEMINÁRIO: ESTRATÉGIAS DE CONHECIMENTOS DO PROCESSO EDUCATIVO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0514,"SEMINÁRIO: CIÊNCIA, TECNOLOGIA, EDUCAÇÃO E SOCIEDADE.",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0515,SEMINARIO: FOUCAULT E A PESQUISA EDUCACIONAL,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0516,SEMINARIO: FENOMENOLOGIA DO CORPO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0517,"SEMINARIO: CORPO, NATUREZA E CULTURA II",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,60,,,
DISCIPLINA,PPE0550,ATELIÊ DE PESQUISA: ESTRATÉGIA DO PENSAMENTO E PRODUÇÃO DO CONHECIMENTO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0551,ATELIÊ DE PESQUISA: PRÁTICAS EDUCATIVAS EM MOVIMENTO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0552,ATELIÊ DE PESQUISA: COMPLEXIDADE E EDUCAÇÃO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0553,ATELIÊ DE PESQUISA: CORPO E CULTURA DO MOVIMENTO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0554,ATELIE: CONHECIMENTO CIENTIFICO E SABERES DA TRADICAO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0600,SEMINÁRIO: ESTADO E POLÍTICAS EDUCACIONAIS,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0601,SEMINÁRIO: MÉTODOS QUANTITATIVOS EM PESQUISA EDUCACIONAL,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0602,SEMINÁRIO: INTRODUÇÃO A ANTROPOLOGIA EDUCACIONAL,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0603,"SEMINÁRIO: EDUCAÇÃO, SAÚDE E TRABALHO",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0604,SEMINÁRIO: EDUCAÇÃO E SOCIEDADE,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0605,SEMINÁRIO: ESTADOS E POLÍTICAS SOCIAIS DO BRASIL,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0606,SEMINÁRIO: PRÁTICAS SOCIAIS E CULTURAIS NO MEIO RURAL,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0607,SEMINARIO: GESTAO E FINANCIAMENTO DA EDUCACAO BASICA,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0608,"SEMINÁRIO: TRABALHO, EDUCAÇÃO E EDUCAÇÃO PROFISSIONAL",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0609,SEM.: POLÍTICA EDUC.: DESAFIOS E PERS. PARA A AMÉRICA LATINA,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0650,ATELIÊ DE PESQUISA: ETNOMETODOLOGIA EM EDUCAÇÃO I,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0651,ATELIÊ DE PESQUISA: ETNOMETODOLOGIA E EDUCAÇÃO II,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0652,ATELIÊ DE PESQUISA: MARXISMO E EDUCAÇÃO I,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0653,ATELIÊ DE PESQUISA: MARXISMO E EDUCAÇÃO II,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0654,ATELIÊ DE PESQUISA: COMPORTAMENTO POLÍTICO E EDUCAÇÃO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0655,"ATELIÊ DE PESQUISA: SOCIALIZAÇÃO, COMPORTAMENTO POLÍTICO E EDUCAÇÃO",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0656,ATELIÊ DE PESQUISA: ENSINO DE PSICOLOGIA E A FORMAÇÃO DO PSICÓLOGO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,60,,,
DISCIPLINA,PPE0657,ATELIÊ DE PESQUISA: AVALIAÇÃO QUALITATIVA DE DADOS ETNOGRÁFICOS,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0658,ATELIÊ DE PESQUISA: PESQUISA E POLÍTICAS NA EDUCAÇÃO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0659,ATELIE DE PESQUISA: PESQUISA EM EDUCACAO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0660,ATELIE DE PESQUISA: PESQUISA EM EDUCACAO II,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0700,SEMINÁRIO: TENDÊNCIA DO PENSAMENTO E DAS PRÁTICAS CULTURAIS,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0701,SEMINÁRIO: INTRODUÇÃO A PESQUISA EM HISTÓRIA DA EDUCAÇÃO I,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0702,SEMINÁRIO: INTRODUÇÃO À PESQUISA EM HISTÓRIA DA EDUCAÇÃO II,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0703,"SEMINÁRIO: HISTORIA, HISTORIOGRAFIA E FONTES",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0704,SEMINÁRIO: PESQUISA E HISTÓRIA ORAL,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0705,SEMINÁRIO: NOVA HISTÓRIA CULTURAL,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0706,SEMINÁRIO: HISTÓRIA E HISTORIOGRAFIA EM EDUCAÇÃO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0707,SEMINÁRIO: TEORIA E MÉTODO DA NOVA HISTÓRIA CULTURAL,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0708,"SEMINÁRIO: COMPORTAMENTO POLÍTICO, VOTO FEMININO E EDUCAÇÃO NO BRASIL",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0709,SEMINÁRIO: HISTÓRIA DA EDUCAÇÃO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0710,"SEMINÁRIO: CULTURA, POLÍTICA E EDUCAÇÃO",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0711,SEMINÁRIO: MÉTODO DE PESQUISA HISTORIOGRÁFICA EDUCACIONAL,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0712,"SEMINARIO: CULTURA, HISTORIA E MEMORIA I",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0713,"SEMINARIO: CULTURA, HISTORIA E MEMORIA II",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0714,"SEMINARIO: CULTURA, HISTORIA E MEMORIA III",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0715,SEMINARIO: METODOLOGIAS DA PESQUISA CIENTIFICA EM EDUCACAO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0750,"ATELIÊ DE PESQUISA: ESTUDOS HISTÓRICOS: IDÉIAS POLÍTICAS, IMAGINÁRIO POLÍTICO, TERRITÓRIO, PRÁTICAS",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0751,ATELIÊ DE PESQUISA: ESTUDOS HISTÓRICOS EM EDUCAÇÃO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0752,"ATELIÊ DE PESQUISA: EDUCAÇÃO, HISTÓRIA E MOVIMENTOS SOCIAIS I",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0753,"ATELIÊ DE PESQUISA: EDUCAÇÃO, HISTÓRIA E MOVIMENTOS SOCIAIS II",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0754,"ATELIÊ DE PESQUISA: EDUCAÇÃO, HISTÓRIA E MOVIMENTOS SOCIAIS III",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0755,"ATELIÊ DE PESQUISA: EDUCAÇÃO, HISTÓRIA E PRÁTICAS CULTURAIS I",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0756,ATELIÊ DE PESQUISA: EDUCAÇÃO HISTÓRIA E PRÁTICAS CULTURAIS II,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0757,ATELIÊ DE PESQUISA: HISTÓRIA DA EDUCAÇÃO I,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0758,ATELIÊ DE PESQUISA: HISTÓRIA DA EDUCAÇÃO II,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0759,ATELIÊ DE PESQUISA: A EDUCAÇÃO NA IGREJA CATÓLICA DE NATAL,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0760,"ATELIÊ DE PESQUISA: MEMÓRIA, HISTÓRIA E HERANÇAS CULTURAIS: ALGUNS ASPECTOS TÉCNICO-CONCEITUAIS METO",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0761,"ATELIÊ DE PESQUISA: GÊNERO, EDUCAÇÃO E LITERATURA I",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0762,"ATELIÊ DE PESQUISA: GÊNERO, EDUCAÇÃO E LITERATURA II",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0763,"ATELIÊ DE PESQUISA: GÊNERO, EDUCAÇÃO E LITERATURA III",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,60,,,
DISCIPLINA,PPE0764,"ATELIÊ DE PESQUISA: GÊNERO, EDUCAÇÃO E LITERATURA IV",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0765,ATELIÊ DE PESQUISA: DIDÁTICA DAS CIÊNCIAS HUMANAS NA FORMAÇÃO DO PROFESSOR,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0766,ATELIÊ DE PESQUISA: SOCIOLOGIA POLÍTICA E MEIO ESCOLAR,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0800,SEMINÁRIO: INTERAÇÃO VERBAL EM SALA DE AULA,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0801,SEMINÁRIO: FORMAÇÃO DE LEITORES I,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0802,SEMINÁRIO: TEORIA DA LEITURA,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0803,SEMINÁRIO: PRODUÇÃO DE TEXTO CIENTÍFICO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0804,SEMINÁRIO: FORMAÇÃO DE LEITORES II,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,45,,,
DISCIPLINA,PPE0805,SEMINÁRIO: COMUNICAÇÃO EM SALA DE AULA,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0806,SEMINÁRIO: EDUCAÇÃO E LITERATURA,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0807,SEMINÁRIO: CULTURA DE CONSUMO E NOVAS TECNOLOGIAS,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0808,SEMINÁRIO: ENSINO DE LITERATURA E COMUNIDADE DE LEITORES I,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0809,"SEMINÁRIO: EDUCAÇÃO, LINGUAGEM E COMUNICAÇÃO",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0810,SEMINÁRIO: COMUNICAÇÃO INTERCULTURAL E DIDÁTICA DE LÍNGUAS,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0811,SEMINÁRIO: SOCIOLOGIA DA COMUNIDADE POR TV,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0812,SEMINÁRIO: FORMAÇÃO DO PROFESSOR DE LÍNGUAS,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,15,,,
DISCIPLINA,PPE0813,SEMINÁRIO: ENSINO DE LITERATURA E COMUNIDADE DE LEITORES II,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0814,SEMINÁRIO: BASES TEÓRICAS PARA A PESQUISA EM COMUNICAÇÃO INTERCULTURAL E DIDÁTICOS DE LÍNGUAS,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0815,SEMINÁRIO: A ESCOLA DO FINAL DO SÉCULO,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
DISCIPLINA,PPE0816,SEMINÁRIO: TECNOLOGIA EDUCACIONAL: PRODUÇÃO DE MATÉRIAS DE ROTINAS PARA DISCIPLINAS NÃO PRESENCIAIS,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,30,,,
